Rating klienta,Stan konta,Okres,Historia,Cel,Kwota,Suma aktywów,Zatrudnienie,Rata,Stan,Płeć,Zamieszkanie,Zabezpieczenie,Wiek,Inne kredyty,Mieszkanie,Liczba kredytów,Stanowisko,Próba
dobry,brak,30,brak,meble,3530.8,brak,Ponad 8,> 35,MS,m,5-8 lat,samochód,37,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,12,brak,inny,8509.2,brak,5 do 8 lat,25-35,MS,m,1-5 lat,polisa,30,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,20,bez problemów,nowy samochód,9879.8,>1400,5 do 8 lat,15- 25,MS,m,>8 lat,samochód,34,inny bank,inne,2- 4,specjalista/samozatr.,Uczenie
zły,brak,24,brak,inny,1689.8,brak,do roku,< 15,K,k,>8 lat,samochód,22,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,12,brak,meble,3099.6,brak,1 do 5 lat,< 15,MS,m,5-8 lat,samochód,22,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,brak,24,inny bank,nowy samochód,5084.8,brak,1 do 5 lat,> 35,K,k,>8 lat,polisa,20,inny bank,inne,jeden,wykfalifikowany,Test
dobry,<= $300,36,brak,meble,5486.6,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,21,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,36,brak,meble,3218.6,140-700,Ponad 8,< 15,MS,m,>8 lat,polisa,37,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,30,spłacone,meble,4307.8,>1400,Ponad 8,15- 25,MS,m,1-5 lat,polisa,38,brak,wynajem,2- 4,wykfalifikowany,Test
zły,brak,12,brak,remont,957.6,brak,1 do 5 lat,< 15,MS,m,>8 lat,polisa,38,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,24,brak,używany samochód,4286.8,140-700,Ponad 8,< 15,MS,m,5-8 lat,nieruchomość,30,brak,inne,jeden,wykfalifikowany,Uczenie
zły,debet,48,brak,meble,4284,brak,5 do 8 lat,< 15,MS,m,>8 lat,brak,26,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,6,spłacone,meble,2739.8,brak,5 do 8 lat,> 35,K,k,>8 lat,polisa,29,brak,wynajem,jeden,wykfalifikowany,Test
zły,<= $300,9,brak,meble,1043,brak,1 do 5 lat,15- 25,K,k,1-5 lat,brak,26,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,21,brak,nowy samochód,3466.4,>1400,Ponad 8,< 15,MS,m,>8 lat,brak,44,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,<= $300,24,spłacone,rehabilitacja,1785,700-1400,1 do 5 lat,25-35,MR,m,>8 lat,brak,34,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,bez problemów,nowy samochód,6550.6,brak,5 do 8 lat,15- 25,MS,m,5-8 lat,polisa,33,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,debet,13,spłacone,meble,1234.8,brak,do roku,< 15,MS,m,>8 lat,brak,21,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,remont,3847.2,brak,Ponad 8,25-35,K,k,>8 lat,nieruchomość,55,inny bank,własne,5- 6,niewykfalifikowany stała praca,Test
zły,brak,18,brak,inny,1366.4,brak,do roku,> 35,K,k,1-5 lat,polisa,21,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,27,brak,rehabilitacja,3539.2,brak,do roku,< 15,K,k,Do roku,samochód,30,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,6,spłacone,inny,2912,140-700,1 do 5 lat,> 35,MŻW,m,1-5 lat,polisa,22,brak,wynajem,jeden,wykfalifikowany,Test
zły,debet,12,brak,inny,1813,brak,do roku,15- 25,K,k,Do roku,polisa,23,brak,inne,jeden,wykfalifikowany,Uczenie
zły,brak,18,spłacone,inny,5552.4,brak,Ponad 8,> 35,K,k,>8 lat,brak,31,inny bank,inne,5- 6,wykfalifikowany,Test
zły,>$300,24,brak,meble,3355.8,140-700,Ponad 8,15- 25,MS,m,1-5 lat,polisa,33,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,<= $300,6,brak,używany samochód,2962.4,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,39,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,spłacone,nowy samochód,4520.6,>1400,bezrobotny,25-35,MS,m,>8 lat,nieruchomość,36,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,>$300,18,spłacone,remont,2609.6,<140,1 do 5 lat,< 15,K,k,1-5 lat,brak,28,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,20,spłacone,inny,4879,>1400,do roku,25-35,MR,m,>8 lat,brak,42,brak,wynajem,2- 4,wykfalifikowany,Test
zły,debet,18,spłacone,inny,1237.6,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,34,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,24,spłacone,remont,8040.2,brak,do roku,25-35,K,k,>8 lat,nieruchomość,22,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,brak,meble,1926.4,140-700,5 do 8 lat,< 15,K,k,Do roku,polisa,26,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,<= $300,12,brak,używany samochód,2063.6,brak,do roku,< 15,K,k,Do roku,samochód,31,inny bank,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,>$300,24,bez problemów,rehabilitacja,12107.2,brak,do roku,25-35,MS,m,1-5 lat,polisa,25,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,inny,1801.8,700-1400,Ponad 8,< 15,K,k,>8 lat,brak,35,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,12,opóźnienia,używany samochód,4156.6,brak,do roku,< 15,K,k,5-8 lat,samochód,23,brak,inne,2- 4,wykfalifikowany,Test
dobry,>$300,12,brak,rehabilitacja,1506.4,brak,1 do 5 lat,25-35,MŻW,m,1-5 lat,brak,24,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,24,brak,używany samochód,1300.6,>1400,5 do 8 lat,< 15,MS,m,1-5 lat,polisa,29,sklep,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,11,spłacone,inny,1850.8,700-1400,1 do 5 lat,< 15,K,k,>8 lat,polisa,38,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,24,brak,używany samochód,4229.4,brak,1 do 5 lat,25-35,MR,m,1-5 lat,brak,22,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
zły,debet,60,brak,inny,10371.2,<140,do roku,< 15,K,k,1-5 lat,samochód,22,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,39,brak,nowy samochód,3596.6,140-700,1 do 5 lat,< 15,MS,m,>8 lat,polisa,22,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,30,spłacone,inny,3053.4,>1400,Ponad 8,< 15,MS,m,>8 lat,brak,34,brak,wynajem,2- 4,wykfalifikowany,Test
zły,debet,12,brak,używany samochód,3866.8,>1400,Ponad 8,> 35,K,k,1-5 lat,samochód,23,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,45,brak,meble,2583,brak,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,21,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,debet,24,brak,meble,2753.8,brak,Ponad 8,< 15,K,k,>8 lat,polisa,18,brak,wynajem,jeden,wykfalifikowany,Test
dobry,<= $300,24,spłacone,używany samochód,5063.8,>1400,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,18,brak,inne,2- 4,wykfalifikowany,Test
dobry,>$300,12,spłacone,rehabilitacja,1659,brak,1 do 5 lat,15- 25,K,k,1-5 lat,brak,25,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,18,spłacone,inny,1477,brak,do roku,< 15,K,k,Do roku,samochód,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,brak,15,brak,używany samochód,2583,brak,do roku,< 15,K,k,Do roku,samochód,44,brak,inne,jeden,wykfalifikowany,Uczenie
zły,brak,12,opóźnienia,AGD,1551.2,brak,5 do 8 lat,< 15,MS,m,5-8 lat,brak,26,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,15,opóźnienia,inny,1330,brak,Ponad 8,< 15,MS,m,5-8 lat,polisa,31,brak,inne,2- 4,wykfalifikowany,Uczenie
zły,debet,45,brak,meble,4243.4,<140,1 do 5 lat,< 15,MS,m,>8 lat,samochód,19,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,9,spłacone,używany samochód,2686.6,brak,5 do 8 lat,< 15,MS,m,5-8 lat,polisa,33,brak,inne,jeden,wykfalifikowany,Test
dobry,debet,21,brak,używany samochód,5566.4,>1400,5 do 8 lat,25-35,MS,m,5-8 lat,polisa,33,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,12,brak,meble,1125.6,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,36,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,24,brak,meble,2781.8,brak,1 do 5 lat,25-35,MS,m,>8 lat,brak,19,brak,inne,jeden,niewykfalifikowany stała praca,Test
zły,debet,36,brak,AGD,3337.6,brak,do roku,< 15,MS,m,Do roku,nieruchomość,31,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,18,brak,używany samochód,4790.8,brak,Ponad 8,< 15,MS,m,>8 lat,samochód,45,inny bank,wynajem,5- 6,wykfalifikowany,Uczenie
dobry,<= $300,12,bez problemów,inny,3145.8,brak,1 do 5 lat,25-35,K,k,1-5 lat,polisa,34,sklep,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,24,bez problemów,inny,6818,brak,1 do 5 lat,15- 25,MS,m,>8 lat,nieruchomość,51,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,<= $300,6,spłacone,remont,1465.8,brak,1 do 5 lat,25-35,K,k,>8 lat,samochód,48,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,36,brak,business,22199.8,brak,bezrobotny,25-35,MR,m,5-8 lat,polisa,41,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,brak,9,brak,inny,1990.8,brak,do roku,15- 25,MS,m,1-5 lat,nieruchomość,25,brak,własne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,15,brak,meble,2770.6,>1400,Ponad 8,< 15,MS,m,1-5 lat,polisa,33,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,30,spłacone,meble,9438.8,>1400,5 do 8 lat,25-35,MS,m,5-8 lat,samochód,34,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,15,brak,meble,4995.2,brak,Ponad 8,< 15,K,k,1-5 lat,polisa,52,inny bank,inne,jeden,specjalista/samozatr.,Uczenie
zły,debet,24,spłacone,meble,1702.4,<140,do roku,< 15,MS,m,>8 lat,nieruchomość,36,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,30,brak,używany samochód,4817.4,<140,1 do 5 lat,25-35,K,k,>8 lat,polisa,19,inny bank,inne,jeden,wykfalifikowany,Test
dobry,debet,18,brak,inny,8764,brak,5 do 8 lat,15- 25,MS,m,5-8 lat,brak,26,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,<= $300,6,spłacone,inny,1818.6,brak,1 do 5 lat,> 35,MS,m,Do roku,brak,72,brak,wynajem,5- 6,niewykfalifikowany bez stałej pracy,Test
dobry,>$300,24,spłacone,inny,2716,700-1400,Ponad 8,< 15,MS,m,>8 lat,brak,58,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,21,spłacone,używany samochód,3843,700-1400,5 do 8 lat,15- 25,MS,m,1-5 lat,polisa,30,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,60,brak,meble,14201.6,<140,5 do 8 lat,25-35,K,k,>8 lat,brak,19,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,brak,meble,4453.4,brak,do roku,< 15,K,k,>8 lat,samochód,24,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,24,brak,meble,1398.6,>1400,Ponad 8,< 15,MS,m,1-5 lat,polisa,23,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,6,opóźnienia,inny,1685.6,<140,1 do 5 lat,< 15,MS,m,Do roku,nieruchomość,33,inny bank,inne,jeden,wykfalifikowany,Test
dobry,<= $300,15,brak,rehabilitacja,3761.8,brak,5 do 8 lat,25-35,MS,m,>8 lat,samochód,24,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,10,spłacone,inny,3137.4,brak,do roku,> 35,MS,m,5-8 lat,brak,46,brak,inne,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,15,bez problemów,używany samochód,1344,700-1400,5 do 8 lat,15- 25,K,k,1-5 lat,samochód,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,meble,7144.2,brak,do roku,15- 25,MŻW,m,5-8 lat,nieruchomość,45,brak,własne,5- 6,wykfalifikowany,Uczenie
dobry,>$300,9,brak,meble,3775.8,brak,1 do 5 lat,> 35,MS,m,1-5 lat,brak,30,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,18,spłacone,używany samochód,1468.6,brak,do roku,< 15,K,k,>8 lat,samochód,19,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,24,bez problemów,inny,2751,>1400,1 do 5 lat,< 15,K,k,>8 lat,polisa,40,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,debet,30,opóźnienia,rehabilitacja,5909.4,brak,1 do 5 lat,25-35,K,k,Do roku,polisa,26,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,48,spłacone,nowy samochód,12401.2,>1400,5 do 8 lat,25-35,MS,m,Do roku,nieruchomość,33,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,debet,15,brak,AGD,2119.6,<140,1 do 5 lat,< 15,MS,m,1-5 lat,brak,20,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,15,spłacone,używany samochód,1365,brak,1 do 5 lat,25-35,MR,m,5-8 lat,samochód,23,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,15,bez problemów,AGD,2116.8,700-1400,1 do 5 lat,15- 25,MŻW,m,5-8 lat,samochód,59,sklep,wynajem,2- 4,wykfalifikowany,Test
zły,brak,21,bez problemów,remont,4779.6,brak,do roku,25-35,MS,m,Do roku,samochód,24,sklep,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,6,spłacone,inny,9465.4,brak,5 do 8 lat,> 35,MS,m,5-8 lat,nieruchomość,43,brak,wynajem,2- 4,specjalista/samozatr.,Test
dobry,debet,42,inny bank,nowy samochód,12996.2,brak,bezrobotny,> 35,MS,m,1-5 lat,nieruchomość,53,inny bank,własne,jeden,specjalista/samozatr.,Uczenie
zły,brak,24,brak,używany samochód,4683,brak,Ponad 8,< 15,MS,m,1-5 lat,samochód,37,brak,inne,jeden,specjalista/samozatr.,Test
dobry,>$300,24,brak,inny,1950.2,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,29,brak,wynajem,jeden,wykfalifikowany,Test
zły,<= $300,24,spłacone,inny,1881.6,>1400,5 do 8 lat,< 15,MS,m,1-5 lat,brak,35,inny bank,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,14,bez problemów,inny,1122.8,brak,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,25,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,brak,36,brak,nowy samochód,7690.2,brak,Ponad 8,25-35,MS,m,>8 lat,nieruchomość,40,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,10,brak,inny,2235.8,140-700,1 do 5 lat,15- 25,MS,m,1-5 lat,nieruchomość,38,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,12,brak,używany samochód,3607.8,brak,1 do 5 lat,25-35,MR,m,Do roku,polisa,40,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,36,brak,remont,2767.8,>1400,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,38,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,>$300,18,brak,używany samochód,2146.2,brak,do roku,< 15,MŻW,m,Do roku,samochód,41,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,48,spłacone,meble,5009.2,>1400,Ponad 8,< 15,MS,m,Do roku,brak,45,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,36,spłacone,używany samochód,8720.6,brak,do roku,< 15,K,k,>8 lat,nieruchomość,21,brak,inne,2- 4,niewykfalifikowany stała praca,Test
dobry,debet,18,brak,inny,8212.4,<140,1 do 5 lat,25-35,MS,m,1-5 lat,polisa,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,39,brak,nowy samochód,12023.2,<140,Ponad 8,< 15,MS,m,1-5 lat,polisa,43,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,18,spłacone,meble,2513,brak,Ponad 8,15- 25,K,k,>8 lat,brak,46,inny bank,inne,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,15,spłacone,meble,2042.6,brak,1 do 5 lat,< 15,K,k,1-5 lat,polisa,41,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,<= $300,30,bez problemów,rehabilitacja,2671.2,brak,Ponad 8,< 15,MS,m,>8 lat,brak,64,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,48,brak,inny,11881.8,>1400,5 do 8 lat,> 35,K,k,1-5 lat,polisa,22,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,12,brak,meble,1621.2,140-700,1 do 5 lat,15- 25,MR,m,Do roku,polisa,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,24,bez problemów,meble,1433.6,brak,do roku,< 15,MŻW,m,>8 lat,brak,46,sklep,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,6,brak,remont,2153.2,brak,do roku,> 35,K,k,1-5 lat,nieruchomość,54,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,8,spłacone,inny,4757.2,brak,5 do 8 lat,> 35,MS,m,>8 lat,brak,37,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,brak,24,brak,rehabilitacja,9195.2,brak,1 do 5 lat,25-35,MŻW,m,1-5 lat,polisa,19,sklep,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,4,brak,używany samochód,841.4,brak,do roku,> 35,K,k,5-8 lat,brak,21,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,18,spłacone,używany samochód,5056.8,brak,Ponad 8,15- 25,K,k,>8 lat,samochód,35,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,18,brak,meble,1883,brak,1 do 5 lat,< 15,MŻW,m,5-8 lat,brak,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,15,spłacone,używany samochód,2128,>1400,Ponad 8,< 15,MS,m,>8 lat,samochód,61,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,24,brak,inny,1799,>1400,5 do 8 lat,< 15,K,k,>8 lat,nieruchomość,30,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,9,brak,inny,3509.8,140-700,Ponad 8,25-35,MS,m,>8 lat,nieruchomość,49,brak,własne,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,9,brak,używany samochód,1943.2,brak,1 do 5 lat,< 15,K,k,1-5 lat,brak,24,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,18,brak,rehabilitacja,2717.4,700-1400,1 do 5 lat,< 15,MS,m,1-5 lat,samochód,33,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,<= $300,36,brak,meble,8187.2,brak,1 do 5 lat,< 15,MS,m,Do roku,polisa,22,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,10,brak,nowy samochód,4061.4,>1400,do roku,> 35,K,k,>8 lat,brak,29,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,21,spłacone,rehabilitacja,5112.8,brak,5 do 8 lat,25-35,MS,m,5-8 lat,samochód,25,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,<= $300,30,spłacone,meble,4223.8,brak,Ponad 8,< 15,MS,m,>8 lat,samochód,45,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,spłacone,meble,3133.2,brak,1 do 5 lat,25-35,K,k,Do roku,polisa,23,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,12,brak,inny,1243.2,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,39,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,18,brak,meble,2034.2,brak,do roku,15- 25,K,k,Do roku,brak,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,48,bez problemów,rehabilitacja,9353.4,>1400,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,36,brak,własne,jeden,wykfalifikowany,Test
dobry,<= $300,12,brak,używany samochód,1993.6,>1400,Ponad 8,15- 25,K,k,>8 lat,brak,53,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,4,spłacone,inny,4732,brak,5 do 8 lat,> 35,K,k,Do roku,brak,35,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,15,brak,używany samochód,3060.4,>1400,5 do 8 lat,> 35,K,k,>8 lat,brak,31,inny bank,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,brak,meble,989.8,brak,1 do 5 lat,< 15,MS,m,1-5 lat,brak,28,inny bank,wynajem,2- 4,wykfalifikowany,Test
zły,>$300,18,spłacone,inny,3885,brak,5 do 8 lat,25-35,MS,m,1-5 lat,samochód,29,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,48,brak,meble,14310.8,>1400,5 do 8 lat,< 15,MS,m,5-8 lat,polisa,35,sklep,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,48,brak,meble,15345.4,700-1400,5 do 8 lat,> 35,MS,m,1-5 lat,nieruchomość,25,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,48,opóźnienia,używany samochód,9966.6,brak,1 do 5 lat,15- 25,MS,m,>8 lat,nieruchomość,51,brak,własne,2- 4,wykfalifikowany,Test
dobry,>$300,36,spłacone,nowy samochód,15475.6,>1400,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,28,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,debet,18,brak,inny,1458.8,>1400,1 do 5 lat,< 15,K,k,1-5 lat,samochód,31,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,używany samochód,1761.2,brak,do roku,25-35,K,k,>8 lat,samochód,20,brak,inne,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,brak,24,brak,używany samochód,5836.6,brak,1 do 5 lat,< 15,MS,m,>8 lat,samochód,26,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,18,brak,meble,1821.4,brak,Ponad 8,< 15,MŻW,m,1-5 lat,brak,30,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,debet,15,inny bank,inny,1769.6,<140,1 do 5 lat,25-35,MŻW,m,1-5 lat,samochód,23,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,7,brak,meble,3260.6,brak,do roku,> 35,K,k,Do roku,brak,43,brak,wynajem,jeden,wykfalifikowany,Test
dobry,<= $300,24,brak,meble,1927.8,<140,Ponad 8,< 15,K,k,1-5 lat,nieruchomość,45,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,brak,8,spłacone,business,1629.6,brak,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,49,inny bank,własne,2- 4,specjalista/samozatr.,Test
dobry,>$300,18,spłacone,meble,880.6,140-700,Ponad 8,< 15,MS,m,5-8 lat,samochód,30,inny bank,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,<= $300,24,brak,używany samochód,5248.6,brak,do roku,25-35,K,k,>8 lat,polisa,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,48,spłacone,używany samochód,7134.4,brak,1 do 5 lat,25-35,K,k,5-8 lat,polisa,28,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,24,bez problemów,meble,8964.2,brak,do roku,> 35,MS,m,1-5 lat,polisa,31,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,48,brak,meble,9798.6,brak,5 do 8 lat,> 35,MŻW,m,Do roku,brak,32,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,debet,24,spłacone,nowy samochód,10861.2,700-1400,Ponad 8,25-35,K,k,>8 lat,nieruchomość,27,brak,inne,jeden,wykfalifikowany,Test
zły,>$300,15,brak,remont,6472.2,<140,1 do 5 lat,15- 25,MS,m,1-5 lat,samochód,38,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,brak,24,brak,inny,2018.8,brak,5 do 8 lat,< 15,K,k,>8 lat,polisa,21,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,remont,2697.8,>1400,1 do 5 lat,15- 25,K,k,1-5 lat,polisa,31,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,60,brak,remont,8803.2,brak,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,40,brak,własne,jeden,wykfalifikowany,Uczenie
zły,>$300,21,opóźnienia,inny,7004.2,>1400,1 do 5 lat,> 35,K,k,>8 lat,samochód,27,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,30,brak,używany samochód,5364.8,brak,do roku,25-35,MŻW,m,Do roku,samochód,20,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,9,spłacone,meble,1615.6,brak,Ponad 8,25-35,MS,m,>8 lat,brak,35,brak,wynajem,5- 6,niewykfalifikowany stała praca,Test
dobry,>$300,24,spłacone,AGD,2881.2,brak,1 do 5 lat,< 15,MR,m,1-5 lat,brak,31,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,36,bez problemów,inny,4006.8,<140,Ponad 8,< 15,MS,m,5-8 lat,nieruchomość,28,brak,własne,jeden,wykfalifikowany,Uczenie
